Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
18,,2025-01-27,23-040,ATL,@,MIN,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,,2025-01-25,23-038,ATL,,TOR,L (-23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,36.0,2025-01-23,23-036,ATL,,TOR,L (-3),1,10:47,.521,.500,0.0,13.5,5.9,11.9,4.3,0.0,41.0,18.9,68,113,0.8,-11.5
21,35.0,2025-01-22,23-035,ATL,,DET,L (-10),1,37:32,.396,.381,2.2,26.2,11.7,17.8,7.2,0.0,8.5,23.3,83,96,15.4,3.6
22,34.0,2025-01-20,23-033,ATL,@,NYK,L (-9),1,34:55,.413,.333,3.2,40.9,20.6,15.9,0.0,2.1,13.1,17.7,100,117,9.3,-4.1
23,33.0,2025-01-18,23-031,ATL,@,BOS,W (+4),1,37:41,.435,.385,5.7,26.2,16.9,11.4,1.3,2.7,15.7,21.8,89,102,11.2,-3.5
24,,2025-01-15,23-028,ATL,@,CHI,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,,2025-01-14,23-027,ATL,,PHO,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,,2025-01-09,23-022,ATL,@,PHO,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2025-01-07,23-020,ATL,@,UTA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2025-01-04,23-017,ATL,@,LAC,L (-26),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
29,32.0,2025-01-03,23-016,ATL,@,LAL,L (-17),1,32:59,.684,.654,5.6,20.3,12.3,5.0,0.0,2.5,17.8,21.2,114,121,13.9,0.1
30,,2025-01-01,23-014,ATL,@,DEN,L (-19),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
31,31.0,2024-12-29,23-011,ATL,@,TOR,W (+29),1,33:04,.476,.464,0.0,14.2,6.3,11.7,8.0,2.4,16.0,21.7,89,90,12.6,-2.3
32,30.0,2024-12-28,23-010,ATL,,MIA,W (+10),1,35:19,.685,.700,12.6,26.6,19.9,25.8,0.0,5.5,0.0,25.6,146,111,27.6,10.3
33,29.0,2024-12-26,23-008,ATL,,CHI,W (+8),1,39:03,.752,.688,15.8,30.0,23.0,15.1,2.4,0.0,9.1,22.9,154,125,31.3,4.0
34,28.0,2024-12-23,23-005,ATL,,MIN,W (+13),1,35:00,.589,.571,8.3,25.7,18.6,34.3,2.8,0.0,6.5,19.7,137,101,19.6,4.4
35,27.0,2024-12-21,23-003,ATL,,MEM,L (-16),1,33:01,.458,.375,3.8,33.8,19.7,35.0,2.7,0.0,17.4,21.6,101,115,14.1,0.5
36,26.0,2024-12-19,23-001,ATL,@,SAS,L (-7),1,38:44,.661,.607,3.0,22.3,13.0,11.7,2.4,7.0,19.4,21.9,112,110,20.3,2.7
37,25.0,2024-12-14,22-362,ATL,@,MIL,L (-8),1,39:07,.436,.400,2.6,25.7,13.5,17.8,1.2,0.0,5.5,20.3,94,107,11.1,-1.7
38,24.0,2024-12-11,22-359,ATL,@,NYK,W (+8),1,41:11,.464,.425,7.9,26.7,16.3,24.2,2.3,4.6,11.7,24.1,106,93,20.4,6.6
39,,2024-12-08,22-356,ATL,,DEN,L (-30),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
40,23.0,2024-12-06,22-354,ATL,,LAL,W (+2),1,34:40,.615,.563,0.0,35.6,17.4,24.4,1.4,0.0,38.1,19.0,91,117,8.9,-4.5
41,22.0,2024-12-04,22-352,ATL,@,MIL,W (+15),1,40:11,.566,.526,7.6,25.4,16.5,18.1,2.3,3.6,12.9,22.2,114,100,21.6,4.3
42,21.0,2024-12-02,22-350,ATL,,NOP,W (+12),1,31:41,.679,.679,0.0,19.3,11.5,21.4,1.4,2.6,22.2,22.2,111,104,15.7,2.9
43,20.0,2024-11-30,22-348,ATL,@,CHO,W (+3),1,38:24,.833,.833,0.0,7.1,4.0,40.2,0.0,8.2,25.0,17.9,132,115,19.3,9.7
44,19.0,2024-11-29,22-347,ATL,,CLE,W (+16),1,34:59,.714,.714,0.0,22.9,13.3,30.3,1.4,0.0,17.6,20.5,125,100,18.6,7.7
45,18.0,2024-11-27,22-345,ATL,@,CLE,W (+11),1,34:51,.652,.625,6.0,19.7,13.0,28.7,1.3,2.9,10.6,21.1,134,116,21.7,7.0
46,17.0,2024-11-25,22-343,ATL,,DAL,L (-10),1,37:00,.670,.650,0.0,35.7,15.9,12.0,3.5,2.2,12.6,25.4,113,110,24.9,6.5
47,16.0,2024-11-22,22-340,ATL,@,CHI,L (-14),1,36:45,.602,.579,10.4,35.6,20.5,18.2,0.0,6.1,4.6,22.5,131,127,24.7,5.3
48,15.0,2024-11-20,22-338,ATL,@,GSW,L (-23),1,34:59,.469,.469,6.2,28.5,16.1,20.5,2.5,0.0,5.9,17.6,105,105,15.4,4.4
49,,2024-11-18,22-336,ATL,@,SAC,W (+1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
50,14.0,2024-11-17,22-335,ATL,@,POR,L (-4),1,37:13,.793,.750,0.0,10.5,5.9,19.8,2.5,2.3,30.8,23.9,108,112,18.9,3.5
51,13.0,2024-11-15,22-333,ATL,,WAS,W (+12),1,34:52,.583,.567,5.1,28.6,16.7,27.5,0.0,8.7,16.3,20.0,116,101,18.9,3.7
52,12.0,2024-11-12,22-330,ATL,@,BOS,W (+1),1,38:50,.563,.563,5.3,39.9,19.0,30.8,3.8,4.1,15.8,19.5,122,112,20.5,7.7
53,11.0,2024-11-09,22-327,ATL,,CHI,L (-12),1,34:07,.733,.682,3.2,16.7,9.8,21.6,1.4,2.7,18.0,20.1,125,120,17.5,4.8
54,10.0,2024-11-08,22-326,ATL,@,DET,L (-1),1,37:10,.503,.474,0.0,29.1,13.1,3.8,0.0,2.4,4.8,21.6,104,116,12.2,-5.8
55,9.0,2024-11-06,22-324,ATL,,NYK,W (+5),1,39:15,.639,.639,9.8,34.5,20.6,26.1,0.0,3.3,10.0,20.8,134,121,23.7,6.0
56,8.0,2024-11-04,22-322,ATL,,BOS,L (-30),1,30:35,.450,.400,6.7,30.7,18.6,24.1,1.5,0.0,21.3,38.1,78,115,10.3,-3.2
57,7.0,2024-11-03,22-321,ATL,@,NOP,W (+15),1,37:54,.640,.600,7.2,18.1,13.6,29.1,2.6,4.9,15.0,30.9,128,109,27.1,5.6
58,6.0,2024-11-01,22-319,ATL,,SAC,L (-8),1,36:00,.554,.500,2.7,12.7,7.3,33.6,2.6,0.0,19.2,18.5,114,119,13.8,2.4
59,5.0,2024-10-30,22-317,ATL,@,WAS,L (-13),1,40:21,.453,.452,16.6,37.4,25.9,13.9,3.4,0.0,11.5,25.7,101,120,18.6,-3.9
60,4.0,2024-10-28,22-315,ATL,,WAS,L (-2),1,38:48,.722,.676,6.2,29.5,18.1,34.1,1.2,2.6,13.0,25.3,134,115,27.9,5.1
61,3.0,2024-10-27,22-314,ATL,@,OKC,L (-24),1,29:12,.269,.269,3.2,30.6,15.7,10.6,0.0,3.4,23.5,22.6,54,125,-1.7,-14.8
62,2.0,2024-10-25,22-312,ATL,,CHO,W (+5),1,41:10,.422,.300,6.1,10.8,8.9,10.2,2.3,5.2,9.5,21.9,95,119,10.7,-8.6
63,1.0,2024-10-23,22-310,ATL,,BRK,W (+4),1,36:51,.439,.444,3.0,26.1,14.8,15.4,3.8,2.7,32.4,20.8,71,105,7.0,-7.9
