Rk,G,Date▼,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
1,56.0,2025-03-06,24-085,ATL,,IND,W (+6),1,34:24,.903,.875,13.0,29.9,21.3,6.9,1.4,2.7,0.0,13.9,193,116,24.6,9.2
2,55.0,2025-03-04,24-083,ATL,,MIL,L (-6),1,27:28,.429,.429,9.9,23.3,16.0,8.6,1.6,5.9,12.5,11.6,103,113,7.4,-5.6
3,54.0,2025-03-03,24-082,ATL,@,MEM,W (+2),1,31:50,.621,.667,18.8,30.2,24.1,7.0,1.5,2.5,7.2,18.1,134,126,16.5,-2.1
4,53.0,2025-02-28,24-079,ATL,,OKC,L (-16),1,34:32,.836,.792,6.3,34.0,20.3,9.1,0.0,2.7,17.9,19.9,138,127,20.4,3.4
5,52.0,2025-02-26,24-077,ATL,@,MIA,L (-22),1,31:49,.421,.433,21.0,18.9,20.0,14.2,1.6,8.9,11.5,24.7,98,134,11.3,-6.2
6,51.0,2025-02-24,24-075,ATL,,MIA,W (+12),1,28:54,.781,.800,3.8,22.8,14.0,17.6,3.5,0.0,15.5,19.2,129,85,16.9,12.3
7,50.0,2025-02-23,24-074,ATL,,DET,L (-5),1,30:07,.592,.500,15.2,22.8,18.6,23.9,0.0,0.0,0.0,17.3,154,134,17.9,1.8
8,49.0,2025-02-20,24-071,ATL,,ORL,L (-6),1,29:38,.564,.500,5.6,17.6,10.9,14.9,0.0,2.7,17.0,15.7,110,116,8.7,-2.4
9,48.0,2025-02-12,24-063,ATL,@,NYK,L (-1),1,40:43,.777,.900,13.0,32.5,21.2,15.0,2.2,5.7,0.0,12.6,167,123,28.2,7.6
10,47.0,2025-02-10,24-061,ATL,@,ORL,W (+6),1,28:32,.541,.429,4.8,25.2,15.7,10.2,1.7,3.5,19.4,16.3,101,106,8.1,-3.4
11,46.0,2025-02-08,24-059,ATL,@,WAS,W (+14),1,26:18,.436,.333,0.0,19.4,9.7,12.6,1.7,3.2,22.5,13.9,85,103,4.3,-7.6
12,45.0,2025-02-07,24-058,ATL,,MIL,W (+5),1,27:57,.543,.500,21.9,21.5,21.7,9.9,0.0,0.0,13.4,23.0,117,114,12.6,-4.6
13,44.0,2025-02-05,24-056,ATL,,SAS,L (-1),1,30:47,.889,.906,16.4,26.0,21.8,28.1,0.0,2.4,5.6,23.4,170,117,31.2,18.0
14,43.0,2025-02-03,24-054,ATL,@,DET,W (+2),1,28:08,.761,.714,4.7,28.4,17.5,5.1,0.0,6.1,11.3,13.5,139,124,11.8,-1.1
15,42.0,2025-02-01,24-052,ATL,@,IND,L (-5),1,29:13,.761,.857,3.7,41.1,21.3,14.0,1.6,0.0,0.0,11.1,158,124,14.3,3.7
16,41.0,2025-01-30,24-050,ATL,@,CLE,L (-22),1,28:08,.589,.591,13.9,14.2,14.1,22.2,1.7,0.0,14.4,21.0,119,138,13.0,0.5
17,40.0,2025-01-28,24-048,ATL,,HOU,L (-4),1,28:12,.875,.875,7.2,18.4,12.2,5.5,3.3,3.5,20.0,7.5,143,95,8.8,2.5
18,39.0,2025-01-27,24-047,ATL,@,MIN,L (-8),1,26:47,.325,.278,0.0,24.6,12.3,5.9,1.8,0.0,27.1,22.8,53,96,-1.1,-13.6
19,38.0,2025-01-25,24-045,ATL,,TOR,L (-23),1,28:55,.779,.750,6.6,22.6,14.1,38.8,6.0,2.8,14.1,19.8,137,97,22.6,14.3
20,37.0,2025-01-23,24-043,ATL,,TOR,L (-3),1,30:23,.825,.750,18.8,33.5,25.3,19.4,3.0,2.6,14.8,18.5,157,112,23.3,9.6
21,36.0,2025-01-22,24-042,ATL,,DET,L (-10),1,26:48,.514,.429,15.2,23.0,18.3,16.0,1.7,3.6,18.6,15.0,108,106,10.5,-0.2
22,35.0,2025-01-20,24-040,ATL,@,NYK,L (-9),1,28:26,.700,.700,19.6,18.3,19.0,12.0,3.4,0.0,9.1,15.6,146,117,15.3,4.3
23,34.0,2025-01-18,24-038,ATL,@,BOS,W (+4),0,31:50,.726,.700,17.0,22.6,20.0,9.8,0.0,12.8,13.3,20.4,138,103,20.9,9.6
24,33.0,2025-01-15,24-035,ATL,@,CHI,W (+16),0,26:57,.625,.611,9.1,39.6,22.3,38.8,1.7,2.9,15.2,19.5,127,86,17.8,11.8
25,32.0,2025-01-14,24-034,ATL,,PHO,W (+5),0,28:10,.679,.643,33.4,46.9,39.3,6.2,1.7,0.0,5.8,23.7,153,115,26.4,8.8
26,31.0,2025-01-09,24-029,ATL,@,PHO,L (-8),0,22:00,.571,.571,5.7,24.2,14.7,39.3,0.0,4.2,12.5,16.7,130,132,10.1,3.8
27,30.0,2025-01-07,24-027,ATL,@,UTA,W (+3),0,22:44,.200,.200,9.2,32.8,20.9,14.1,2.1,17.6,0.0,9.2,100,103,7.1,-2.1
28,29.0,2025-01-04,24-024,ATL,@,LAC,L (-26),0,24:23,.286,.286,4.0,32.8,17.3,11.6,0.0,3.3,0.0,11.6,80,119,4.4,-7.6
29,28.0,2025-01-03,24-023,ATL,@,LAL,L (-17),0,23:52,.583,.583,27.1,18.7,23.3,14.9,0.0,3.5,0.0,20.8,138,121,15.0,4.8
30,27.0,2025-01-01,24-021,ATL,@,DEN,L (-19),0,24:23,.750,.750,3.9,32.8,15.8,10.6,1.8,3.1,0.0,9.6,157,124,10.8,0.2
31,26.0,2024-12-29,24-018,ATL,@,TOR,W (+29),0,18:06,.735,.750,10.4,12.9,11.5,0.0,4.9,4.3,0.0,21.6,153,96,14.9,5.7
32,,2024-12-28,24-017,ATL,,MIA,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2024-12-26,24-015,ATL,,CHI,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,,2024-12-23,24-012,ATL,,MIN,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,2024-12-21,24-010,ATL,,MEM,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,,2024-12-19,24-008,ATL,@,SAS,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,25.0,2024-12-14,24-003,ATL,@,MIL,L (-8),0,19:16,.680,.600,0.0,17.4,8.2,0.0,0.0,0.0,0.0,13.3,132,112,6.2,2.1
38,24.0,2024-12-11,24-000,ATL,@,NYK,W (+8),0,23:11,.551,.600,17.5,25.9,21.3,0.0,2.1,4.1,0.0,18.2,126,94,12.4,2.7
39,23.0,2024-12-08,23-363,ATL,,DEN,L (-30),0,24:52,.595,.500,24.6,11.7,19.7,6.2,1.8,0.0,7.8,19.7,135,133,14.4,-0.7
40,22.0,2024-12-06,23-361,ATL,,LAL,W (+2),0,29:05,.609,.636,12.1,12.7,12.4,0.0,0.0,2.8,7.5,19.2,116,120,9.6,-8.2
41,21.0,2024-12-04,23-359,ATL,@,MIL,W (+15),0,24:19,.574,.550,8.4,16.8,12.6,5.6,3.8,6.0,0.0,17.8,131,97,12.4,4.1
42,20.0,2024-12-02,23-357,ATL,,NOP,W (+12),0,19:14,.833,.800,6.7,13.6,10.9,6.4,2.3,0.0,12.2,16.7,152,106,12.0,5.3
43,19.0,2024-11-30,23-355,ATL,@,CHO,W (+3),0,28:03,.633,.500,25.0,16.1,20.0,11.6,1.8,0.0,13.7,22.4,134,108,15.9,-0.7
44,18.0,2024-11-29,23-354,ATL,,CLE,W (+16),0,21:42,.845,.813,11.3,20.5,16.6,14.4,0.0,0.0,0.0,17.2,178,104,16.1,12.3
45,17.0,2024-11-27,23-352,ATL,@,CLE,W (+11),0,29:28,.714,.714,7.1,10.0,8.6,17.2,0.0,6.9,22.2,11.9,128,119,10.0,-0.4
46,16.0,2024-11-25,23-350,ATL,,DAL,L (-10),0,22:01,.364,.364,21.8,10.9,17.0,5.6,0.0,3.7,0.0,19.7,100,122,6.6,-9.3
47,15.0,2024-11-22,23-347,ATL,@,CHI,L (-14),0,21:19,.354,.333,0.0,40.9,16.3,5.3,0.0,0.0,0.0,17.6,83,131,4.0,-11.2
