Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Trae Young,35:42,4,12,.333,1,6,.167,8,8,1.000,0,2,2,8,0,0,4,2,17,11.6,-11,youngtr01
Dyson Daniels,33:01,8,10,.800,1,1,1.000,1,2,.500,2,3,5,5,2,0,3,1,18,18.2,-6,daniedy01
Onyeka Okongwu,31:49,6,15,.400,1,2,.500,0,1,.000,5,4,9,3,1,2,2,1,13,11.3,-3,okongon01
Zaccharie Risacher,25:38,4,6,.667,2,3,.667,1,2,.500,0,3,3,3,0,0,2,3,11,7.8,-18,risacza01
Mouhamed Gueye,11:58,2,3,.667,1,1,1.000,0,0,,1,0,1,0,0,0,1,3,5,2.2,-7,gueyemo02
Caris LeVert,32:21,6,12,.500,3,8,.375,2,2,1.000,0,2,2,2,2,0,1,1,17,13.6,-9,leverca01
Terance Mann,29:02,4,7,.571,2,4,.500,3,4,.750,1,3,4,4,1,0,1,3,13,12.5,-18,mannte01
Georges Niang,24:18,3,10,.300,1,6,.167,0,0,,0,4,4,2,0,1,1,0,7,3.5,-19,niangge01
Clint Capela,16:11,4,6,.667,0,1,.000,0,0,,0,3,3,2,0,0,0,1,8,7.3,-19,capelca01
Dominick Barlow,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,barlodo01
Garrison Mathews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,mathega01
Keaton Wallace,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,wallake01
Team Totals,240,41,81,.506,12,32,.375,15,19,.789,9,24,33,29,6,3,17,15,109,,,-9999
