Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Trae Young,8:08,3,5,.600,0,2,.000,2,2,1.000,0,0,0,1,0,0,0,0,8,6.4,-5,youngtr01
Dyson Daniels,9:35,2,5,.400,1,3,.333,0,0,,0,4,4,2,0,0,0,0,5,4.9,0,daniedy01
Onyeka Okongwu,5:43,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.7,-1,okongon01
Mouhamed Gueye,5:43,1,2,.500,1,2,.500,0,0,,0,1,1,1,1,1,0,1,3,4.3,-1,gueyemo02
Zaccharie Risacher,9:41,2,5,.400,1,4,.250,0,1,.000,0,0,0,0,0,0,0,0,5,1.9,0,risacza01
Caris LeVert,6:17,1,1,1.000,0,0,,3,3,1.000,0,0,0,1,0,0,0,0,5,5.4,-3,leverca01
Georges Niang,6:11,1,3,.333,1,3,.333,0,0,,0,0,0,1,0,0,0,1,3,1.6,-3,niangge01
Terance Mann,2:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-4,mannte01
Clint Capela,6:17,2,3,.667,0,0,,0,0,,0,2,2,0,0,1,0,0,4,4.0,-3,capelca01
Dominick Barlow,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,barlodo01
Garrison Mathews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,mathega01
Keaton Wallace,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,wallake01
Team Totals,60,12,24,.500,4,14,.286,5,6,.833,0,7,7,7,2,2,0,3,33,,,-9999
