Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Trae Young,8:43,0,1,.000,0,0,,2,2,1.000,0,1,1,1,0,0,1,1,2,0.9,-1,youngtr01
Dyson Daniels,8:46,2,2,1.000,0,0,,0,0,,0,1,1,2,1,0,1,0,4,5.1,-3,daniedy01
Onyeka Okongwu,8:46,2,4,.500,1,1,1.000,0,0,,0,1,1,2,1,0,1,0,5,4.7,-3,okongon01
Zaccharie Risacher,8:46,3,5,.600,1,2,.500,0,0,,0,1,1,1,0,0,0,1,7,5.3,-3,risacza01
Mouhamed Gueye,5:29,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-1.0,-3,gueyemo02
Caris LeVert,6:31,2,3,.667,1,2,.500,0,0,,0,0,0,0,1,0,1,0,5,3.7,+2,leverca01
Terance Mann,3:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,mannte01
Georges Niang,6:31,1,3,.333,1,2,.500,0,0,,0,1,1,1,0,0,0,0,3,2.3,+2,niangge01
Clint Capela,3:14,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,+2,capelca01
Dominick Barlow,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,barlodo01
Garrison Mathews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,mathega01
Keaton Wallace,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,wallake01
Team Totals,60,11,20,.550,4,7,.571,2,2,1.000,1,6,7,7,3,0,5,3,28,,,-9999
