Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Dennis Schröder,9:14,3,7,.429,1,3,.333,0,0,,0,1,1,0,0,0,0,1,7,3.2,-9,schrode01
Cam Thomas,8:17,1,7,.143,1,3,.333,0,0,,0,1,1,0,2,0,0,1,3,0.4,-2,thomaca02
Cameron Johnson,7:43,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4,2.3,-2,johnsca02
Dorian Finney-Smith,6:12,0,2,.000,0,2,.000,0,0,,0,3,3,0,0,1,0,1,0,-0.2,0,finnedo01
Ben Simmons,8:17,2,2,1.000,0,0,,0,0,,2,1,3,3,0,1,2,0,4,5.9,-2,simmobe01
Jalen Wilson,7:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-1,wilsoja03
Ziaire Williams,3:43,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,1,0,1,-0.4,-4,willizi02
Nic Claxton,3:43,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,1,0,-0.5,-4,claxtni01
Noah Clowney,5:48,1,3,.333,1,2,.500,2,2,1.000,2,1,3,0,0,0,0,1,5,4.6,-6,clownno01
Shake Milton,,,,,,,,,,,,,,,,,,,,,,-9999
Cui Yongxi,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,cuiyo01
Keon Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,johnske07
Jaylen Martin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,martija02
Tyrese Martin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,martity01
Dariq Whitehead,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,whiteda01
Team Totals,60,9,25,.360,3,11,.273,3,4,.750,4,9,13,3,2,2,4,6,24,,,-9999
