Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Jarrett Allen,8:58,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,allenja01
Darius Garland,8:58,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,10.0,9.7,10.0,garlada01
Donovan Mitchell,7:37,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.8,-1.0,mitchdo01
Evan Mobley,7:37,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.1,-1.0,mobleev01
Max Strus,6:55,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.3,6.0,strusma01
Ty Jerome,7:25,3.0,4.0,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,6.7,11.0,jeromty01
Sam Merrill,5:05,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8,4.0,merrisa01
Georges Niang,7:25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,11.0,niangge01
Jaylon Tyson,,,,,,,,,,,,,,,,,,,,,,-9999
Craig Porter Jr.,,,,,,,,,,,,,,,,,,,,,,-9999
Emoni Bates,,,,,,,,,,,,,,,,,,,,,,-9999
Tristan Thompson,,,,,,,,,,,,,,,,,,,,,,-9999
JT Thor,,,,,,,,,,,,,,,,,,,,,,-9999
Team Totals,60,16.0,25.0,0.64,4.0,9.0,0.444,3.0,3.0,1.0,1.0,9.0,10.0,10.0,3.0,0.0,1.0,5.0,39.0,,,-9999
