Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Scottie Barnes,8:44,1,5,.200,1,3,.333,4,4,1.000,0,2,2,2,1,0,1,0,7,5.9,-2,barnesc01
RJ Barrett,8:44,3,3,1.000,0,0,,0,0,,1,1,2,0,0,0,2,2,6,3.3,-12,barrerj01
Jakob Poeltl,8:44,1,3,.333,0,0,,0,0,,0,3,3,1,2,0,1,0,2,2.9,-12,poeltja01
Davion Mitchell,5:28,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,0.3,-9,mitchda01
Gradey Dick,6:56,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,3,1.2,-9,dickgr01
Bruce Brown,6:32,1,2,.500,0,1,.000,0,0,,0,2,2,0,1,0,1,0,2,1.6,+4,brownbr01
Jamal Shead,6:32,0,2,.000,0,1,.000,2,2,1.000,0,0,0,2,0,0,2,1,2,-0.4,+4,sheadja01
Chris Boucher,,,,,,,,,,,,,,,,,,,,,,-9999
Orlando Robinson,3:16,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,0.6,+7,robinor01
Ja'Kobe Walter,5:04,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1.1,+4,walteja01
Garrett Temple,,,,,,,,,,,,,,,,,,,,,,-9999
Kelly Olynyk,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,olynyke01
Team Totals,60,7,20,.350,2,7,.286,6,6,1.000,2,11,13,6,4,0,7,6,22,,,-9999
