Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Cade Cunningham,8:39,2,5,.400,0,0,,1,1,1.000,1,1,2,7,0,0,1,0,5,7.2,+2,cunnica01
Tobias Harris,9:59,3,3,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,6,6.1,+2,harrito02
Jalen Duren,7:32,3,3,1.000,0,0,,0,0,,0,2,2,0,0,0,1,0,6,4.7,-3,durenja01
Tim Hardaway Jr.,7:32,1,3,.333,0,1,.000,0,0,,1,0,1,1,0,0,0,1,2,1.3,-3,hardati02
Ausar Thompson,6:18,2,3,.667,0,0,,0,0,,0,1,1,1,1,0,1,1,4,3.3,+2,thompau01
Malik Beasley,5:42,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,0,6,5.0,-1,beaslma01
Isaiah Stewart,4:28,2,2,1.000,0,0,,0,1,.000,0,0,0,1,0,0,0,0,4,3.7,+4,stewais01
Simone Fontecchio,4:28,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9,+4,fontesi01
Ron Holland,2:01,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-1,hollaro01
Marcus Sasser,3:21,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,0.7,-1,sassema01
Wendell Moore Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,moorewe01
Paul Reed,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,reedpa01
Team Totals,60,16,23,.696,2,4,.500,1,2,.500,2,8,10,13,1,0,4,5,35,,,-9999
