Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
1,1,2024-10-23,36-073,UTA,,MEM,L (-2),0,16:04,,,0.0,6.2,3.3,7.5,0.0,0.0,,0.0,225,130,0.2,-7.2
2,2,2024-10-25,36-075,UTA,,GSW,L (-41),0,18:11,.500,.500,0.0,5.3,2.5,0.0,2.5,4.7,12.5,16.8,85,123,3.9,-1.9
3,3,2024-10-28,36-078,UTA,@,DAL,L (-8),0,10:07,.000,.000,0.0,0.0,0.0,27.9,4.7,0.0,0.0,7.9,52,108,0.6,-4.7
4,4,2024-10-29,36-079,UTA,,SAC,L (-17),0,17:33,.000,.000,0.0,7.0,3.0,0.0,2.8,4.5,0.0,2.4,0,111,1.3,-4.1
5,5,2024-10-31,36-081,UTA,,SAS,L (-18),0,16:22,.643,.643,6.4,0.0,3.1,12.6,3.0,0.0,30.0,25.2,90,110,4.7,3.8
6,6,2024-11-02,36-083,UTA,@,DEN,L (-26),0,15:50,.000,.000,0.0,6.1,3.3,18.9,0.0,0.0,25.0,10.6,31,130,-1.4,-14.3
7,7,2024-11-04,36-085,UTA,@,CHI,W (+9),0,12:53,.694,.500,0.0,7.9,4.4,42.1,0.0,0.0,0.0,14.0,183,129,7.7,5.9
8,8,2024-11-07,36-088,UTA,@,MIL,L (-23),0,16:03,.500,.500,0.0,7.1,3.7,22.1,6.2,0.0,16.7,16.8,96,119,4.2,-0.2
9,9,2024-11-09,36-090,UTA,@,SAS,W (+1),0,14:28,.833,.833,0.0,7.9,4.0,0.0,0.0,0.0,40.0,14.4,81,114,1.6,-8.3
10,,2024-11-12,36-093,UTA,,PHO,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,,2024-11-14,36-095,UTA,,DAL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,,2024-11-16,36-097,UTA,@,SAC,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,,2024-11-17,36-098,UTA,@,LAC,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,,2024-11-19,36-100,UTA,@,LAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,,2024-11-21,36-102,UTA,@,SAS,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,,2024-11-23,36-104,UTA,,NYK,W (+15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
